"Org_Name","Org_Cat_Description","Catorg_ID","Typorg_ID","Org_ID","A_Infotype","X_index","X_parent_index","Need","Value"
"Humanity Road","",16,162,1621,23,104,-1,"CP4_HA_SL_LBR",
"UNEP","",15,152,1521,23,105,-1,"CP4_HA_SL_LBR",
"Not Defined","",16,162,1621,21,106,-1,"CP4_HA_SL_LBR",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CP4_HA_SL_LBR",
"IFRC","",15,151,1512,21,108,-1,"CP4_HA_SL_LBR",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CP4_HA_SL_LBR",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CP4_HA_SL_LBR",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CP4_HA_SL_LBR",
"Not Defined","",,,,23,112,-1,"CP4_HA_SL_LBR",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CP4_HA_SL_LBR",
"Not Defined","",15,153,,23,114,-1,"CP4_HA_SL_LBR",
"WFP","",15,152,1522,21,1,-1,"CP4_HA_SL_LOCALTPT",
"THW Germany","",18,183,1834,21,9,-1,"CP4_HA_SL_LOCALTPT",
"WFP","",15,152,1522,21,10,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,21,15,-1,"CP4_HA_SL_LOCALTPT",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,,,21,17,-1,"CP4_HA_SL_LOCALTPT",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CP4_HA_SL_LOCALTPT",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CP4_HA_SL_LOCALTPT",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CP4_HA_SL_LOCALTPT",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CP4_HA_SL_LOCALTPT",
"UNDP","",15,152,1522,23,23,-1,"CP4_HA_SL_LOCALTPT",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CP4_HA_SL_LOCALTPT",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CP4_HA_SL_LOCALTPT",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CP4_HA_SL_LOCALTPT",
"Ericsson Response","",12,121,,23,27,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",15,152,1522,22,28,-1,"CP4_HA_SL_LOCALTPT","1"
"FAO","",15,152,1522,23,29,-1,"CP4_HA_SL_LOCALTPT",
"UNDAC","",15,152,1522,22,30,-1,"CP4_HA_SL_LOCALTPT","1"
"Google","",12,121,,23,31,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",15,152,1522,23,32,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",12,121,,21,33,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",11,112,1121,21,34,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,,35,-1,"CP4_HA_SL_LOCALTPT",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CP4_HA_SL_LOCALTPT",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CP4_HA_SL_LOCALTPT",
"CANADEM","",16,162,1621,21,38,-1,"CP4_HA_SL_LOCALTPT",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CP4_HA_SL_LOCALTPT",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CP4_HA_SL_LOCALTPT",
"OCHA FCSS","",15,152,1521,23,41,-1,"CP4_HA_SL_LOCALTPT",
"UNOCHA","",15,152,1521,23,42,-1,"CP4_HA_SL_LOCALTPT",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CP4_HA_SL_LOCALTPT",
"French civil protection directorate","",18,183,1831,23,44,-1,"CP4_HA_SL_LOCALTPT",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,23,46,-1,"CP4_HA_SL_LOCALTPT",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,23,48,-1,"CP4_HA_SL_LOCALTPT",
"FAO","",15,152,1522,23,49,-1,"CP4_HA_SL_LOCALTPT",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CP4_HA_SL_LOCALTPT",
"Rescue South Africa","",16,162,1621,23,51,-1,"CP4_HA_SL_LOCALTPT",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CP4_HA_SL_LOCALTPT",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CP4_HA_SL_LOCALTPT",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CP4_HA_SL_LOCALTPT",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CP4_HA_SL_LOCALTPT",
"UNOCHA","",15,152,1521,23,56,-1,"CP4_HA_SL_LOCALTPT",
"ocha","",15,152,1521,21,57,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,23,58,-1,"CP4_HA_SL_LOCALTPT",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CP4_HA_SL_LOCALTPT",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",15,152,1521,21,62,-1,"CP4_HA_SL_LOCALTPT",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CP4_HA_SL_LOCALTPT",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CP4_HA_SL_LOCALTPT",
"OCHA Rolac","",15,152,1521,23,65,-1,"CP4_HA_SL_LOCALTPT",
"Nus / ihp","",18,183,1834,22,66,-1,"CP4_HA_SL_LOCALTPT",
"OCHA","",15,152,1521,23,67,-1,"CP4_HA_SL_LOCALTPT",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CP4_HA_SL_LOCALTPT",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CP4_HA_SL_LOCALTPT",
"@Fire","",,,,21,70,-1,"CP4_HA_SL_LOCALTPT",
"THW","",15,153,,21,71,-1,"CP4_HA_SL_LOCALTPT",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CP4_HA_SL_LOCALTPT",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CP4_HA_SL_LOCALTPT",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CP4_HA_SL_LOCALTPT",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CP4_HA_SL_LOCALTPT",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CP4_HA_SL_LOCALTPT",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CP4_HA_SL_LOCALTPT",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CP4_HA_SL_LOCALTPT",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CP4_HA_SL_LOCALTPT",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CP4_HA_SL_LOCALTPT",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CP4_HA_SL_LOCALTPT",
"INTERSOS","",16,162,1623,21,82,-1,"CP4_HA_SL_LOCALTPT",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CP4_HA_SL_LOCALTPT",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CP4_HA_SL_LOCALTPT",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CP4_HA_SL_LOCALTPT",
"Bomberos Quito","",18,,,21,86,-1,"CP4_HA_SL_LOCALTPT",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CP4_HA_SL_LOCALTPT",
"Civile protection","",18,183,1831,21,88,-1,"CP4_HA_SL_LOCALTPT",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CP4_HA_SL_LOCALTPT",
"Civil protection Belgium","",15,153,,21,90,-1,"CP4_HA_SL_LOCALTPT",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CP4_HA_SL_LOCALTPT",
"SDC (GIAR)","",11,112,1121,23,92,-1,"CP4_HA_SL_LOCALTPT",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CP4_HA_SL_LOCALTPT",
"UK ISAR","",18,183,1831,21,94,-1,"CP4_HA_SL_LOCALTPT",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CP4_HA_SL_LOCALTPT",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CP4_HA_SL_LOCALTPT",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CP4_HA_SL_LOCALTPT",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CP4_HA_SL_LOCALTPT",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CP4_HA_SL_LOCALTPT",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CP4_HA_SL_LOCALTPT",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",13,,,23,102,-1,"CP4_HA_SL_LOCALTPT",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CP4_HA_SL_LOCALTPT",
"Humanity Road","",16,162,1621,23,104,-1,"CP4_HA_SL_LOCALTPT",
"UNEP","",15,152,1521,23,105,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",16,162,1621,21,106,-1,"CP4_HA_SL_LOCALTPT",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CP4_HA_SL_LOCALTPT",
"IFRC","",15,151,1512,21,108,-1,"CP4_HA_SL_LOCALTPT",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CP4_HA_SL_LOCALTPT",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CP4_HA_SL_LOCALTPT",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",,,,23,112,-1,"CP4_HA_SL_LOCALTPT",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CP4_HA_SL_LOCALTPT",
"Not Defined","",15,153,,23,114,-1,"CP4_HA_SL_LOCALTPT",
"WFP","",15,152,1522,21,1,-1,"CP4_HA_IC_LOCOFPEOPLE",
"THW Germany","",18,183,1834,21,9,-1,"CP4_HA_IC_LOCOFPEOPLE",
"WFP","",15,152,1522,21,10,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,21,15,-1,"CP4_HA_IC_LOCOFPEOPLE",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,,,21,17,-1,"CP4_HA_IC_LOCOFPEOPLE",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNDP","",15,152,1522,23,23,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Ericsson Response","",12,121,,23,27,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",15,152,1522,22,28,-1,"CP4_HA_IC_LOCOFPEOPLE","1"
"FAO","",15,152,1522,23,29,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNDAC","",15,152,1522,22,30,-1,"CP4_HA_IC_LOCOFPEOPLE","1"
"Google","",12,121,,23,31,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",15,152,1522,23,32,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",12,121,,21,33,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",11,112,1121,21,34,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,,35,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CP4_HA_IC_LOCOFPEOPLE",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CP4_HA_IC_LOCOFPEOPLE",
"CANADEM","",16,162,1621,21,38,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA FCSS","",15,152,1521,23,41,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNOCHA","",15,152,1521,23,42,-1,"CP4_HA_IC_LOCOFPEOPLE",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CP4_HA_IC_LOCOFPEOPLE",
"French civil protection directorate","",18,183,1831,23,44,-1,"CP4_HA_IC_LOCOFPEOPLE",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,23,46,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,23,48,-1,"CP4_HA_IC_LOCOFPEOPLE",
"FAO","",15,152,1522,23,49,-1,"CP4_HA_IC_LOCOFPEOPLE",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Rescue South Africa","",16,162,1621,23,51,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CP4_HA_IC_LOCOFPEOPLE",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CP4_HA_IC_LOCOFPEOPLE",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNOCHA","",15,152,1521,23,56,-1,"CP4_HA_IC_LOCOFPEOPLE",
"ocha","",15,152,1521,21,57,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,23,58,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",15,152,1521,21,62,-1,"CP4_HA_IC_LOCOFPEOPLE",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA Rolac","",15,152,1521,23,65,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Nus / ihp","",18,183,1834,22,66,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA","",15,152,1521,23,67,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CP4_HA_IC_LOCOFPEOPLE",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CP4_HA_IC_LOCOFPEOPLE",
"@Fire","",,,,21,70,-1,"CP4_HA_IC_LOCOFPEOPLE",
"THW","",15,153,,21,71,-1,"CP4_HA_IC_LOCOFPEOPLE",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CP4_HA_IC_LOCOFPEOPLE",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CP4_HA_IC_LOCOFPEOPLE",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CP4_HA_IC_LOCOFPEOPLE",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CP4_HA_IC_LOCOFPEOPLE",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CP4_HA_IC_LOCOFPEOPLE",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CP4_HA_IC_LOCOFPEOPLE",
"INTERSOS","",16,162,1623,21,82,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CP4_HA_IC_LOCOFPEOPLE",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Bomberos Quito","",18,,,21,86,-1,"CP4_HA_IC_LOCOFPEOPLE",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Civile protection","",18,183,1831,21,88,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Civil protection Belgium","",15,153,,21,90,-1,"CP4_HA_IC_LOCOFPEOPLE",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CP4_HA_IC_LOCOFPEOPLE",
"SDC (GIAR)","",11,112,1121,23,92,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UK ISAR","",18,183,1831,21,94,-1,"CP4_HA_IC_LOCOFPEOPLE",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CP4_HA_IC_LOCOFPEOPLE",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CP4_HA_IC_LOCOFPEOPLE",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CP4_HA_IC_LOCOFPEOPLE",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",13,,,23,102,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Humanity Road","",16,162,1621,23,104,-1,"CP4_HA_IC_LOCOFPEOPLE",
"UNEP","",15,152,1521,23,105,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",16,162,1621,21,106,-1,"CP4_HA_IC_LOCOFPEOPLE",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CP4_HA_IC_LOCOFPEOPLE",
"IFRC","",15,151,1512,21,108,-1,"CP4_HA_IC_LOCOFPEOPLE",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CP4_HA_IC_LOCOFPEOPLE",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",,,,23,112,-1,"CP4_HA_IC_LOCOFPEOPLE",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CP4_HA_IC_LOCOFPEOPLE",
"Not Defined","",15,153,,23,114,-1,"CP4_HA_IC_LOCOFPEOPLE",
"WFP","",15,152,1522,21,1,-1,"CP4_HA_IC_ITEMS",
"THW Germany","",18,183,1834,21,9,-1,"CP4_HA_IC_ITEMS",
"WFP","",15,152,1522,21,10,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,152,1521,21,15,-1,"CP4_HA_IC_ITEMS",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,,,21,17,-1,"CP4_HA_IC_ITEMS",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CP4_HA_IC_ITEMS",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CP4_HA_IC_ITEMS",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CP4_HA_IC_ITEMS",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CP4_HA_IC_ITEMS",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CP4_HA_IC_ITEMS",
"UNDP","",15,152,1522,23,23,-1,"CP4_HA_IC_ITEMS",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CP4_HA_IC_ITEMS",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CP4_HA_IC_ITEMS",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CP4_HA_IC_ITEMS",
"Ericsson Response","",12,121,,23,27,-1,"CP4_HA_IC_ITEMS",
"Not Defined","",15,152,1522,22,28,-1,"CP4_HA_IC_ITEMS","1"
"FAO","",15,152,1522,23,29,-1,"CP4_HA_IC_ITEMS",
"UNDAC","",15,152,1522,22,30,-1,"CP4_HA_IC_ITEMS","1"
"Google","",12,121,,23,31,-1,"CP4_HA_IC_ITEMS",
"Not Defined","",15,152,1522,23,32,-1,"CP4_HA_IC_ITEMS",
"Not Defined","",12,121,,21,33,-1,"CP4_HA_IC_ITEMS",
"Not Defined","",11,112,1121,21,34,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,152,1521,,35,-1,"CP4_HA_IC_ITEMS",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CP4_HA_IC_ITEMS",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CP4_HA_IC_ITEMS",
"CANADEM","",16,162,1621,21,38,-1,"CP4_HA_IC_ITEMS",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CP4_HA_IC_ITEMS",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CP4_HA_IC_ITEMS",
"OCHA FCSS","",15,152,1521,23,41,-1,"CP4_HA_IC_ITEMS",
"UNOCHA","",15,152,1521,23,42,-1,"CP4_HA_IC_ITEMS",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CP4_HA_IC_ITEMS",
"French civil protection directorate","",18,183,1831,23,44,-1,"CP4_HA_IC_ITEMS",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,152,1521,23,46,-1,"CP4_HA_IC_ITEMS",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,152,1521,23,48,-1,"CP4_HA_IC_ITEMS",
"FAO","",15,152,1522,23,49,-1,"CP4_HA_IC_ITEMS",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CP4_HA_IC_ITEMS",
"Rescue South Africa","",16,162,1621,23,51,-1,"CP4_HA_IC_ITEMS",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CP4_HA_IC_ITEMS",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CP4_HA_IC_ITEMS",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CP4_HA_IC_ITEMS",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CP4_HA_IC_ITEMS",
"UNOCHA","",15,152,1521,23,56,-1,"CP4_HA_IC_ITEMS",
"ocha","",15,152,1521,21,57,-1,"CP4_HA_IC_ITEMS",
"OCHA","",15,152,1521,23,58,-1,"CP4_HA_IC_ITEMS",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CP4_HA_IC_ITEMS",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CP4_HA_IC_ITEMS",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CP4_HA_IC_ITEMS",
"Not Defined","",15,152,1521,21,62,-1,"CP4_HA_IC_ITEMS",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CP4_HA_IC_ITEMS",
